Company Name,Address,Phone,Email,Web Site
Briars Country Lodge And Historic Inn,"653 Moss Vale Rd, Bowral NSW 2576",(02) 4868 3566,briars@briars.com.au,http://www.briars.com.au/
Brady's Railway Hotel,"450 Smollett St, Albury NSW 2640",(02) 6021 4700,functions@bradysrailwayhotel.com.au,http://bradysrailwayhotel.com.au/contact
Rydges Parramatta,"116- 118 James Ruse Dr, Rosehill NSW 2142",(02) 8863 7600,reservations_parramatta@rydges.com,http://www.rydges.com/parramatta
Holiday Inn Old Sydney,"55 George St, The Rocks NSW 2000",1800 001 036,NA,http://www.ichotelsgroup.com/
Novotel Sydney Norwest,"1 Columbia Ct, Baulkham Hills NSW 2153",(02) 9634 9634,MEETINGS@novotelnorwest.com.au,http://www.novotelnorwest.com.au/
Novotel Sydney Rooty Hill,"33 Railway St, Rooty Hill NSW 2766",(02) 9832 3888,reservations@novotelrootyhill.com.au,http://www.novotelrootyhill.com.au/
Southern Railway Hotel,"188 Sloane St, Goulburn NSW 2580",(02) 4821 2498,info@southernrailwayhotel.com.au,http://www.southernrailwayhotel.com.au/
QT Bondi,"6 Beach Rd, Bondi Beach NSW 2026",(02) 8362 3900,reservations_bondi@qthotels.com.au,http://www.qtbondi.com.au/
Crowne Plaza Terrigal,"Pine Tree Lane, Terrigal NSW 2260",(02) 4384 9111,reservations.terrigal@ihg.com,http://www.crowneplazaterrigal.com.au/
Thredbo Alpine Hotel,NA,(02) 6459 4200,reservations@thredbo.com.au,http://www.rydges.com/
Northern Rivers Hotel,"72 Bridge St, North Lismore NSW 2480",(02) 6621 5797,northernrivershotel@gmail.com,http://www.northernrivershotel.com.au/
Dural Hotel Motel,"271 New Line Rd, Dural NSW 2158",(02) 9651 1811,info@duralhotel.com.au,https://www.facebook.com/Dural-Hotel-The-Vicar-110909645670377
Quest Apartment Hotels,"550 Kiewa St, Albury NSW 2640",(02) 6058 0900,contact@questapartments.com.au,http://www.questapartments.com.au/
Travelodge Hotel Manly Warringah Sydney,"4- 10 Victor Rd, Brookvale NSW 2100",(02) 8978 1200,reservations@travelodge.com.au,http://www.travelodge.com.au/travelodge-manly-hotel/home
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Active Hospitality Services,"Shop 7 45 Rawson St, Auburn NSW 2144",(02) 9649 5495,nenitap@activehospitality.com.au,http://www.activehospitality.com.au/
Tenterfield Tavern Motor Inn,"378 Rouse St, Tenterfield NSW 2372",(02) 6736 2888,tenterfieldtavern@bigpond.com,http://www.tenterfieldtavernmotorinn.com.au/
Quest Griffith,"53 Railway St, Griffith NSW 2680",(02) 6969 2000,contact@questapartments.com.au,http://www.questapartments.com.au/properties/nsw/griffith/quest-griffith/overview
Travelodge Blacktown,"170 Reservoir Rd, Blacktown NSW 2148",1300 886 886,reservations@travelodge.com.au,http://www.travelodge.com.au/travelodge-blacktown-hotel/home
Lilianfels Blue Mountains Resort & Spa,"5-19 Lilianfels Ave, Katoomba NSW 2780",(02) 4780 1200,reservations@lilianfels.com.au,https://www.lilianfels.com.au/
"Travelodge Hotel Bankstown, Sydney","8 Greenfield Parade, Bankstown NSW 2200",(02) 9793 0000,reservations@travelodge.com.au,https://www.travelodge.com.au/locations
Novotel Sydney Manly Pacific,"55 North Steyne, Manly NSW 2095",(02) 9977 7666,h5462@accor.com,http://www.novotelmanlypacific.com.au/
Mantra Hotel at Sydney Airport,"3 Ross Smith Ave, Mascot NSW 2020",(02) 8398 0700,sydneyairport.res@mantra.com.au,https://www.mantra.com.au/new-south-wales/sydney-and-surrounds/sydney/accommodation/hotels/mantra-hotel-at-sydney-airport
Novotel Sydney Olympic Park,"Olympic Boulevard, Homebush Bay NSW 2127",(02) 8762 1111,h2732@accor.com,http://www.novotelsydneyolympicpark.com.au/
Mercure Newcastle Airport,"2 Williamtown Dr, Williamtown NSW 2318",(02) 4033 8900,H9000@accor.com,http://mercurenewcastleairport.com.au/
Atura Albury,"648 Dean St, Albury NSW 2640",(02) 6021 5366,reservations_albury@aturahotels.com.au,http://www.aturaalbury.com.au/
Hilton Sydney,"488 George St, Sydney NSW 2000",(02) 9266 2000,sydney@hilton.com,http://www3.hilton.com/en/hotels/new-south-wales/hilton-sydney-SYDHITW/index.html
Sofitel Sydney Darling Harbour,"12 Darling Dr, Sydney NSW 2000",(02) 8388 8888,h9729@sofitel.com,https://www.sofitelsydneydarlingharbour.com.au/
Travelodge Newcastle,"15 Steel St, Newcastle West NSW 2302",(02) 4926 3777,tncc@travelodge.com.au,http://www.travelodge.com.au/travelodge-newcastle-hotel/home
Pullman Sydney Airport,"191 O Riordan St, Mascot NSW 2020",(02) 8398 4600,bernie.boller@accor.com,https://www.accorhotels.com/gb/hotel-9522-pullman-sydney-airport/index.shtml
Quality Hotel Powerhouse Tamworth,"248 Armidale Rd, Tamworth NSW 2340",(02) 6766 7000,reservations@choicehotels.com.au,https://www.choicehotels.com.au/en/quality-hotel-powerhouse-tamworth-tamworth-hotel-au192
Sofitel Sydney Wentworth,"61-101 Phillip St, Sydney NSW 2000",(02) 9228 9188,H3665@sofitel.com,http://www.sofitelsydney.com.au/
The Hydro Majestic Hotel,"52-88 Great Western Hwy, Medlow Bath NSW 2780",(02) 4782 6885,reservations@hydromajestic.com.au,http://www.hydromajestic.com.au/
Lion Rampant Hotel,"75 Main St, Mittagong NSW 2575",(02) 4871 1090,lrbottle@bigpond.net.au,NA
Julian's Apartments,"124 Lighthouse Rd, Byron Bay NSW 2481",(02) 6680 9697,NA,http://www.juliansbyronbay.com/
Kearsley Hotel,"Caledonia St, Kearsley NSW 2325",(02) 4990 1179,NA,http://www.facebook.com/kearsleyhotel
Pullman Sydney Hyde Park,"36 College St, Darlinghurst NSW 2010",(02) 9361 8400,NA,http://www.sydneymarriott.com.au/
International Hotel Wagga Wagga,NA,(02) 6971 7007,NA,http://www.intlhotelwagga.com.au/
Radisson Blu Plaza Hotel Sydney,"27 O'Connell St, Sydney NSW 2000",(02) 8214 0000,NA,https://www.radissonblu.com/en/plazahotel-sydney
Figtree Hotel,"47 Princes Hwy, Figtree NSW 2525",(02) 4228 4088,figtreehotel@wwgroup.com.au,NA
Tattersalls Hotel,"47 Adelaide St, Blayney NSW 2799",(02) 6368 4465,NA,https://www.facebook.com/pg/TattsHotelBlayney/about/?ref=page_internal
Addison Hotel,"147 Anzac Parade, Kensington NSW 2033",1800 336 336,NA,NA
Chelsea's On King Guest House,"415 King St, Newtown NSW 2042",NA,NA,NA
Castlereagh Hotel,"79 Talbragar St Cnr Brisbane and Talbragar Sts, Dubbo NSW 2830",(02) 6882 3960,castlereaghhotel77@bigpond.com,NA
Cammeray Gardens Accommodation,NA,(02) 9954 9371,NA,http://www.sydneyboardinghouse.com/
Angel Hotel,"125 Pitt St, Sydney NSW 2001",(02) 9233 3131,NA,http://www.merivale.com/
Tourism Asset Holdings,"L 28 123 Pitt St, Sydney NSW 2000",(02) 9280 9202,NA,http://tahl.com/
Hotel Occidental,"Cnr Erskine and York Sts, Sydney NSW 2000",(02) 9290 1656,NA,http://www.theoccidental.com/
Cargo Bar & Lounge,"52-60 The Promenade, King St Wharf, Sydney NSW 2000",(02) 9262 1777,NA,http://www.darlingharbour.com/
Y Hotel & Conference Centre,"5-11 Wentworth Ave, Sydney NSW 2000",(02) 9285 6219,NA,http://www.yhotel.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Oaks Hotels & Resorts,"317 Castlereagh St, Sydney NSW 2000",(02) 8217 6200,NA,http://www.oakshotelsresorts.com/
Hotel Stellar,"4 Wentworth Ave, Surry Hills NSW 2010",(02) 9264 9754,NA,http://www.hotelstellar.com/
Macquarie Lounge,"30 Pitt St, Sydney NSW 2000",(02) 9259 7279,mhrs.sydmc.lounge.supervisor@marriotthotels.com,NA
The Basement,"7 MacQuarie Pl, Sydney NSW 2000",(02) 9251 2797,NA,http://www.thebasement.com.au/
Hotel.com.au,"7 MacQuarie Pl, Sydney NSW 2000",(03) 9012 6654,NA,http://www.hotel.com.au/
Albert & Victoria Court Sydney,"122 Victoria St, Potts Point NSW 2011",(02) 9357 3857,NA,http://www.albertvictoria.com/
The Storrier,"15 Springfield Ave, Potts Point NSW 2011",1800 621 133,NA,http://www.thestorrier.com.au/
Diamant Boutique Hotel Sydney,"2-14 Kings Cross Rd, Potts Point NSW 2011",1800 037 544,NA,http://www.diamant.com/
Carrington Hotel,"565 Bourke St, Surry Hills NSW 2010",(02) 9360 4714,NA,http://the-carrington.com.au/
Y Hotel City South,"179 Cleveland St, Chippendale NSW 2008",(02) 8303 1303,NA,http://www.yhotel.com.au/
Elite Private Hotel,"133 Carabella St, Kirribilli NSW 2061",(02) 9929 6365,NA,http://www.elitehotel.com.au/
Newtown Space,NA,(02) 9662 2785,newtown@hotelspace.com.au,NA
Glebe Space,"8 Missenden Rd, Camperdown NSW 2050",(02) 9697 3923,glebe@hotelspace.com.au,NA
Newtown Space,NA,(02) 9697 9960,randwick@hotelspace.com.au,NA
Cremorne Point Manor,"6 Cremorne Rd, Cremorne Point NSW 2090",(02) 9953 7899,NA,http://www.cremornepointmanor.com.au/
Victoria On The Park Hotel,"2 Addison Rd, Marrickville NSW 2204",(02) 9557 1448,info@vichotel.com,NA
Randwick Space,"Barker St, Kensington NSW 2033",(02) 9697 9960,randwick@hotelspace.com.au,NA
Royal Hotel Randwick,"2 Perouse Rd, Randwick NSW 2031",(02) 9399 3006,NA,http://www.royalhotel-sydney.com/
Corrimal Hotel,"268 Princes Hwy, Corrimal NSW 2518",(02) 4284 4086,NA,http://www.corrimalhotel.com.au/
Cedars Mount View,"60 Mitchells Rd, Mt View NSW 2325",(02) 4990 9009,NA,http://cedars.com.au/
Motel Links - Cheap Accommodation Hunter Valley,NA,NA,NA,http://www.motellinks.com.au/
Crown Plaza,"430 Wine Country Dr, Lovedale NSW 2325",(02) 4991 0000,NA,http://www.crowneplazahuntervalley.com.au/
Grapevines Boutique Accommodation,"1941 Broke Rd, Pokolbin NSW 2320",(02) 4998 6766,NA,http://www.grapevines.com.au/
Kangaroo Valley Accommodation Bugong Springs,"Bugong Rd, Kangaroo Valley NSW 2577",0419 417 769,bugongsprings@gmail.com,NA
South Coast Retreat,"119A Greenwell Point Rd, Greenwell Point NSW 2540",(02) 4447 1207,NA,http://www.anglersrest.com.au/
Wandin Hunter Valley,"12 Wilderness Rd, Rothbury NSW 2320",(02) 4930 9888,NA,http://www.wandinvalley.com.au/
The Grange on Hermitage,"820 Hermitage Rd, Pokolbin NSW 2320",(02) 4998 7388,NA,http://www.thegrangeonhermitage.com.au/
Prince Of Wales Hotel,"97 Mayne St, Gulgong NSW 2852",(02) 6374 1166,NA,http://www.princeofwalesgulgong.com.au/
Hotel Rydges Port Macquarie,"1 Hay St, Port Macquarie NSW 2444",(02) 6589 2888,NA,https://www.rydges.com/
Macquarie Waters,"11 Clarence St, Port Macquarie NSW 2444",(02) 6584 5755,NA,http://www.mwaters.com.au/
The Woolpack Hotel,"36 Wynyard St, Tumut NSW 2720",(02) 6947 1027,woolpack.hotel@bigpond.com,NA
Hibiscus Apartments,"9 Park St, Merimbula NSW 2548",(02) 6495 4995,NA,http://www.hibiscusapartments.com/
Novotel Lake Crackenback Resort,"1650 Alpine Way, Crackenback NSW 2627",1800 020 524,NA,http://www.lakecrackenback.com.au/
Country Comfort Coffs Harbour,"353 Pacific Hwy, Coffs Harbour NSW 2450",(02) 6652 8222,reservations@countrycomfortcoffs.com.au,NA
North Coast Holiday Parks Red Rock,"1 Lawson St, Red Rock NSW 2456",(02) 6649 2730,NA,http://www.northcoastholidayparks.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
The Oasis Resort and Tree Top Houses,"24 Scott St, Byron Bay NSW 2481",(02) 6685 7390,NA,http://www.byronbayoasisresort.com.au/
Barnes K & V,NA,(03) 5038 2221,NA,http://www.kyalitepub.com/
SPARTAN7 PTY. LTD. Trading as Clarence Hotel,NA,NA,NA,NA
The Darling,"80 Pyrmont St, Pyrmont NSW 2009",1800 800 830,NA,http://www.thedarling.com.au/
Balmain Lodge,NA,(02) 9810 3700,NA,http://www.balmainlodge.com.au/
Buena Vista Hotel,"76 Middle Head Rd, Mosman NSW 2088",(02) 9969 7022,bv@newhavenhotels.com.au,NA
ValueSuites Property Pty Ltd,"Billington Pl, Emu Plains NSW 2750",(02) 4735 4433,NA,http://www.valuesuites.com.au/
The Executive Inn Newcastle,"10 Rugby Rd, New Lambton NSW 2305",(02) 4935 1100,NA,http://www.executiveinn.com.au/
The Huskisson,"73-75 Owen St, Huskisson NSW 2540",(02) 4441 5001,NA,http://thehuskisson.com.au/
Bishop's Court Estate,"226 Seymour St, Bathurst NSW 2795",(02) 6332 4447,NA,http://www.bishopscourtestate.com.au/
Mullaley Post Office Hotel,NA,(02) 6743 7820,mullaleyhotel@gmail.com,NA
Batlow Hotel,"12 Pioneer St, Batlow NSW 2730",(02) 6949 1001,NA,https://www.facebook.com/Batlow-Hotel-345835062127776
Tathra Motel,"14 Bega St, Tathra NSW 2550",(02) 6494 1101,NA,http://www.tathrahotel.com.au/
Railway Hotel,"6 Bundy St, Gilgandra NSW 2827",(02) 6847 2026,NA,https://www.facebook.com/Therailwayhotelgilgandra
Guthega Alpine Inn,"Guthega Rd, Guthega Village, Kosciusko National Park, Guthega NSW 2627",(02) 6457 5383,NA,http://www.guthega.com/
Motel Wingrove,"147 Federation Ave, Corowa NSW 2646",1800 620 080,NA,http://www.motelwingrove.com.au/
Royal Exchange Hotel,"320 Argent St, Broken Hill NSW 2880",1800 670 160,NA,http://www.royalexchangehotel.com/
Sai Ram Accommodation,NA,NA,sairamaccommodation@gmail.com,NA
Hotel Sweeney's,"236 Clarence St Cnr Druitt St, Sydney NSW 2000",(02) 9267 1116,NA,http://www.hotelsweeneys.com.au/
Kings Cross Lodge,"166 Victoria St, Kings Cross NSW 2011",1800 285 534,NA,http://www.highfieldhotel.com/
Coach & Horses Hotel,"147 Avoca St, Randwick NSW 2031",(02) 9399 3005,NA,http://www.coachandhorseshotel.com.au/
Ploughmans Serviced Apartments,NA,(02) 6363 1000,ploughmansapartments@bigpond.com,NA
Clubhouse Hotel,"91 Caswell St, Peak Hill NSW 2869",(02) 6869 1474,NA,http://www.visitnsw.com/destinations/country-nsw/parkes-area/peak-hill/accommodation/club-house-hotel
Criterion Hotel Gundagai,"172 Sheridan St, Gundagai NSW 2722",(02) 6944 1048,criteriongundagai@hotmail.com,NA
Broadview Waterfront Apartments,"12 Fawcett St, Brunswick Heads NSW 2483",NA,NA,http://www.broadviewbrunswickheads.com.au/
Charlie Chan's Bar & Bottle Shop,"631-635 George St, Haymarket NSW 2000",(02) 9281 4299,NA,http://www.charliechans.com.au/
The Gateway Inn Newcastle,"26 William St, Mayfield NSW 2304",(02) 4903 6300,NA,http://www.gatewayinn.net.au/
Wanderers Retreat Port Stephens,"7 Koala Pl, One Mile NSW 2316",(02) 4982 1702,NA,http://www.wanderersretreat.com/
Dolphin Sands Holiday Villas,"16 Prince St, Coffs Harbour NSW 2450",(02) 6652 9550,NA,http://www.dolphinsandsvillas.com.au/
Coach House Hotel-Motel,"99 End St, Deniliquin NSW 2710",(03) 5881 1011,NA,http://www.coachhousedeniliquin.com.au/
Tumbarumba Hotel,NA,(02) 6948 2562,tumba.hotel@bigpond.com,NA
Milestone Hotel Kingswood,"180 Great Western Hwy, Kingswood NSW 2747",(02) 4721 2999,NA,http://milestonehotelkingswood.com.au/
Queens Arms Hotel,"243 High St, Maitland NSW 2320",(02) 4934 5097,NA,https://www.facebook.com/Queens-Arms-Hotel-Restaurant-1719460628295075
Cooee Hotel,"126 Island Point Rd, St Georges Basin NSW 2540",(02) 4443 4144,NA,https://www.facebook.com/Cooee-Pub-310784139038853/?ref=py_c
Australian Hotel-Motel,"150 Comur St, Yass ACT 2582",(02) 6226 1744,aushotel@bigpond.net.au,NA
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Westbury Thai restaurant and B&B,"Cnr Brisbane & Wingewarra Sts, Dubbo NSW 2830",NA,NA,http://westburydubbo.com.au/
Cootamundra Heritage Motel,"94 Hurley St, Cootamundra NSW 2590",(02) 6935 4700,NA,http://www.cootamundraheritagemotel.com.au/
Sundowner Hotel Motel Quambone,"3 Tucka Tucka St, Quambone NSW 2831",(02) 6824 2065,NA,https://www.facebook.com/Sundowner-Hotel-Motel-Quambone-802350223221777
Northside Hotel Motel,NA,(02) 6025 9748,NA,NA
Hotels.com,NA,1800 846 835,NA,http://www.hotels.com/
Rydges Camperdown,"9 Missenden Rd, Camperdown NSW 2050",(02) 9516 1522,NA,http://www.rydges.com/accommodation/sydney-nsw/camperdown/welcome
Travelodge Hotel Blacktown Sydney,"170 Reservoir Rd, Arndell Park NSW 2148",(02) 8822 2000,NA,https://www.tfehotels.com/brands/travelodge-hotels/travelodge-blacktown?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces
Comfort Inn Fairways,"24 Golf Pl, Primbee NSW 2502",(02) 4274 7274,NA,http://www.choicehotels.com.au/
Oberon Men's Shed,"Ross St, Oberon NSW 2787",(02) 6336 5331,NA,http://www.oberonaustralia.com.au/profile.asp?id=9972
Oriental Hotel,"Cnr Lewis and Mortimer Sts, Mudgee NSW 2850",(02) 6372 1074,NA,http://www.orientalhotel.com.au/
Abcot Inn,"410 Princes Hwy, Sylvania NSW 2224",(02) 9544 6444,NA,http://www.abcot.com.au/
Beauford Hotel,NA,(02) 4967 6078,beaufordhotel@hotmail.com,NA
Lakeview Hotel Motel,NA,(02) 4256 1822,NA,http://www.lakeviewhotelmotel.com.au/
Cellarbrations At The Albion Park Hotel,"Cnr Terry St and Tongarra Rd, Albion Park NSW 2527",(02) 4256 1799,NA,http://www.cellarbrations.com.au/
Dodds Hotel,"94-98 Commissioner St, Cooma NSW 2630",(02) 6452 3479,megabeetzentertainment@outlook.com,NA
Gulargambone Hotel,"18 Bourbah St, Gulargambone NSW 2828",(02) 6825 1237,gulargambonehotel@bigpond.com,NA
The Commercial Hotel - Kyogle,"97-101 Summerland Way, Kyogle NSW 2474",(02) 6632 1017,kyoglehotel@bigpond.com,NA
Rocksia Hotel,"299 Princes Hwy, Arncliffe NSW 2205",(02) 9567 8242,NA,http://www.rocksiahotel.com.au/
QT Sydney,"49 Market St, Sydney NSW 2000",(02) 8262 0000,NA,http://www.qtsydney.com.au/
Quality Hotel CKS Sydney Airport,"35 Levey St, Wolli Creek NSW 2205",(02) 9556 1555,NA,http://www.qualitysydneyairport.com.au/
Walsh's Hotel,"40 Monaro St, Queanbeyan NSW 2620",(02) 6297 1001,NA,http://www.walshshotel.com.au/
Harrington Bowling Club Ltd,"50 Beach St, Harrington NSW 2427",(02) 6556 1209,harringtonbc@bigpond.com.au,NA
APX Apartments Darling Harbour,"8 Dixon St, Sydney NSW 2000",(02) 8281 4700,NA,http://www.apxhotelsapartments.com/
Crowne Plaza Coogee Beach Sydney,"Arden St, Coogee NSW 2034",(02) 9315 7600,NA,http://www.ichotelsgroup.com/
Cote D Azur,"61 Donald Street, Nelson Bay NSW 2315",(02) 4984 9595,NA,NA
Ocean View Hotel,"15 Morgo St, Urunga NSW 2455",(02) 6655 6221,NA,http://oceanviewhotel.com.au/
Tattersalls Club Hotel Mathoura,"32 Livingstone St, Mathoura NSW 2710",(03) 5884 3135,tattersallshotelmathoura@hotmail.com,NA
Cobar Crossroads Motel,"21 Louth St On The Kidman Highway, Cobar NSW 2835",(02) 6836 2711,nghagan60@bigpond.com.au,NA
Minskys Hotel,"287 Military Rd, Cremorne NSW 2090",(02) 9909 8888,NA,http://www.minskyshotel.com.au/
Forbes Golf & Sportsman Hotel,"165 Rankin St, Forbes NSW 2871",(02) 6851 2929,NA,http://www.forbes.nsw.gov.au/
Sheepyard Inn,NA,(02) 6829 3932,sheepyardinn@hotmail.com,NA
Sportsmans Arms Hotel Motel,"Cnr Davidson & Victoria St, Deniliquin NSW 2710",(03) 5881 1810,NA,NA
Old Willyama Hotel,"30 Iodide St, Broken Hill NSW 2880",(08) 8088 3355,oldwilly@westnet.com.au,NA
Riverside Tavern,"92 New Entrance Rd, South West Rocks NSW 2431",(02) 6566 5700,NA,http://www.facebook.com/pages/Riverside-Tavern-South-West-Rocks/172201359466493
Econo Lodge Heritage Inn Wagga,"244/ 248 Edward St, Wagga Wagga NSW 2650",(02) 6921 4099,reservations@choicehotels.com.au,NA
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Gerogery Hotel,"Olympic Hwy, Gerogery NSW 2642",(02) 6026 0516,NA,https://www.facebook.com/gerogeryhotel
Garden Hotel,NA,(02) 6882 3371,NA,http://www.gardenhotel.com.au/
Brown Jug Hotel,"47 Stanbrook St, Fairfield Heights NSW 2165",(02) 9728 1435,NA,http://www.brownjug.com.au/
Ellalong Hotel,"80 Helena St, Ellalong NSW 2325",(02) 4998 1217,di_topping@yahoo.com.au,NA
Illabo Hotel,"Olympic Way, Illabo NSW 2590",(02) 6924 5409,dimitch@bigpond.com,NA
Eiger Chalet,"Kosciusko Rd, Perisher Valley NSW 2624",(02) 6457 5209,NA,http://www.eiger.com.au/
Loaded Dog Hotel The,NA,(02) 4849 4399,NA,http://www.loadeddoghotel.com/
Post Office Hotel Tamworth,"8 Fitzroy St, Tamworth NSW 2340",(02) 6761 3322,andrew@postofficehotel.com,NA
Rydges Hotels & Resorts,"15 Old Menangle Rd, Campbelltown NSW 2560",(02) 4645 0500,NA,http://www.rydges.com/
Lakes & Ocean Hotel Forster,"10 Little St, Forster NSW 2428",(02) 6554 6005,NA,NA
Merimbula Lakeview Hotel,"1 Market St, Merimbula NSW 2548",(02) 6495 1202,NA,NA
Top Pub,"183 East St, Narrandera NSW 2700",(02) 6959 2057,NA,http://www.facebook.com/NarranderaHotelTopPub
Coogee Pavilion,"169 Dolphin St, Coogee NSW 2034",(02) 9240 3000,NA,http://merivale.com.au/
Mantra Kooindah Waters Golf & Spa Resort,"40 Kooindah Blv, Wyong NSW 2259",(02) 4355 5777,NA,http://www.mercurekooindahwaters.com.au/
Thunderbolt Inn Hotel Uralla,NA,(02) 6778 4048,NA,http://www.thunderboltinn.com.au/
Airport Hotel Sydney,"185 Princes Hwy, Arncliffe NSW 2205",(02) 9567 8910,NA,http://www.airporthotelsydney.com.au/
Markets Hotel,"268 Parramatta Rd, Homebush West NSW 2140",(02) 9764 3500,NA,http://www.marketshotel.com.au/
Delegate Hotel,NA,(02) 6458 8091,payto@bigpond.com,NA
Commercial Hotel Motel Deepwater,"49 Tenterfield St, Deepwater NSW 2371",(02) 6734 5315,NA,http://www.deepwatercommercialhotelmotel.com/
Hotel Imperial Mount Victoria,"1 Station St, Mt Victoria NSW 2786",(02) 4787 1233,NA,http://www.hotelimperial.com.au/
Quality Hotel Monte Pio,"64-74 Dwyer St, Maitland NSW 2320",(02) 4932 5288,reservations@choicehotels.com.au,NA
Lochinvar Hotel Motel,"114 New Enlgand Hwy, Lochinvar NSW 2321",(02) 4930 7216,NA,https://www.facebook.com/Lochinvar-HotelMotel-27764078203
Pub With No Beer,NA,(02) 6564 2100,NA,http://www.pubwithnobeer.com/
Perry Street Hotel,"Gladstone St, Mudgee NSW 2850",(02) 6372 7650,enquiries@perrystreethotel.com.au,NA
Lawrence Tavern,"19 Bridge St, Lawrence NSW 2460",(02) 6647 7213,NA,https://www.thelawrencetavern.com/
Crowne Plaza Hawkesbury Valley,NA,(02) 4577 4222,NA,http://www.sebelhawkesbury.com.au/
Metro Hotel Marlow Sydney Central,"431- 439 Pitt St, Haymarket NSW 2000",(02) 9281 6999,NA,https://metrohotels.com.au/hotels/metro-hotel-marlow-sydney-central
Holiday Inn Sydney Airport,"Cnr O'Riordan St and Bourke Rd, Mascot NSW 2020",(02) 9330 0600,NA,https://www.ihg.com/holidayinn/hotels/gb/en/reservation
Unanderra Hotel,"27 Central Rd, Unanderra NSW 2526",(02) 4271 1141,NA,http://www.albertsgroup.com.au/
Novotel Sydney On Darling Harbour,"70-100 Murray St, Pyrmont NSW 2009",(02) 9934 0000,NA,http://www.novotel.com/
Pullman Hotel At Sydney Olympic Park,"Olympic Blv, Sydney Olympic Park NSW 2127",(02) 8762 1700,NA,http://www.pullmansydneyolympicpark.com.au/
Harrigans Irish Pub & Accommodation,"2090 Broke Rd, Pokolbin NSW 2320",(02) 4998 4300,NA,http://www.harrigansirishpub.com.au/accommodation.html
Quality Hotel Powerhouse Armidale,"31 Marsh St, Armidale NSW 2350",NA,info@qhparm.com.au,NA
Doncaster Hotel,"268 Anzac Parade, Kensington NSW 2033",(02) 9313 6333,NA,http://www.doncasterhotel.net.au/
Ascot Motor Inn,"18 Ingram Rd, Wahroonga NSW 2076",(02) 9487 3355,NA,http://www.ascotmotorinn.net.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Jacaranda Hotel,"154 Pound St, Grafton NSW 2460",(02) 6642 6627,jacarandahotel@outlook.com,NA
Royal Mail Hotel,"14 Foster St, Lake Cargelligo NSW 2672",(02) 6898 1006,NA,https://www.facebook.com/pg/royalmailhotellakecargelligo/about
Royal Hotel,"72 Main St, Wallerawang NSW 2845",(02) 6355 7023,NA,http://www.royalhotelwang.com/
Sheraton on the Park,"161 Elizabeth St, Sydney NSW 2000",(02) 9286 6000,NA,http://www.sheraton.com/sydney
Australian Hotel,"Cnr Cherry & River St, Ballina NSW 2478",(02) 6686 2015,mail@theaussiehotel.com.au,NA
Junee Hotel,"17 Seignior St, Junee NSW 2663",(02) 6924 2227,garthjohn12@hotmail.com,NA
Abode Apartment Hotels,"57 Rose St, Murrumbateman NSW 2582",1300 122 633,NA,https://abodehotels.com.au/
Bradford Hotel The,"358 New England Hwy, Rutherford NSW 2320",(02) 4018 7501,NA,https://www.thebradford.com.au/
Metropolition Hotel & Guest House,"156 Main St, West Wyalong NSW 2671",(02) 6972 0400,robbosbuilding@hotmail.com,NA
Dungowan Hotel,"1572 Nundle Rd, Dungowan NSW 2340",(02) 6769 4206,NA,NA
Coolah Valley Hotel,"28 Binnia St, Coolah NSW 2843",(02) 6377 1210,NA,NA
Greenwich Inn Hotel,"196 Pacific Hwy, St Leonards NSW 2065",(02) 9906 3277,NA,NA
Hotel Ibis World Square,"382- 384 Pitt St, Sydney NSW 2000",13 4247,NA,NA
Keg & Brew,"26 Foveaux St, Surry Hills NSW 2010",(02) 9212 1740,NA,NA
Kelly's On King,"285 King St, Newtown NSW 2042",(02) 9565 2288,NA,NA
"Empire Hotel, Annandale","103A Parramatta Rd, Annandale NSW 2038",(02) 9557 1701,NA,NA
New Brighton Hotel,"71-73 The Corso, Manly NSW 2095",(02) 9977 3305,NA,NA
Bellevue Accommodation,"Cnr Minnamurra and Collins Sts,, Kiama NSW 2533",(02) 4232 4000,NA,NA
Belmore Hotel,"474 High St, Maitland NSW 2320",(02) 4933 6351,NA,NA
Suffolk Park Motel The,"223 Broken Head Rd, Suffolk Park NSW 2481",(02) 6685 3641,NA,NA
Meridian Hotel,"220 Forest Rd, Hurstville NSW 2220",(02) 9570 2446,NA,NA
Carousel Inn Hotel,"Cnr Duke St and Woodstock Ave, Rooty Hill NSW 2766",(02) 9625 9199,NA,NA
Oaks Hotel Motel,"249 Princes Hwy, Albion Park Rail NSW 2527",(02) 4257 1211,NA,NA
